"level","created","updated","url","user","id","group","tags","quote","text","relay link","direct link"
"0","2023-06-22T11:05:51","2023-06-22T11:05:51","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","v-CcWBDsEe6w7oOeqhYiEw","__world__",,"to a failure of representation that has always been there, unsettling the frames and scales of both academic and testimonial writing","Pauline van Mourik Broekman: The ambiguous status that testimonial writing might have in liberal-humanist culture and the academy is, indeed, so important to note. I think a similar ambiguity might be highlighted as regards its relationship to crisis, historical events, duration and the everyday. It is telling that a lot of writing framing itself as ‘witnessing’ in some way occurs in relation to dramatic, epochal historical events: wars, revolutions, natural or man-made disasters (among which we might class an explosion, nuclear or otherwise). I am thinking of Carolyn Forché’s poetry and writing, and Dionne Brand’s unforgettable, self-reflexive rendition of her awkward but generic role as ‘poet’ in America’s invasion of Grenada in 1983 (Brand, 2011, pp. 156-169); Victor Serge; John Reed; the list is endless. Leigh Gilmore has done a lot of work on testimony, witness, life-writing and autobiography that delves into their gendered, racialised and classed undercurrents in ways that might show us how to look at the ‘slow violence’ (Robert N. Proctor) that has been inherent in the more extended – and hard to capture – historical ‘events’ (austerity, disinvestment in infrastructures, nuclear fall-out) that the global majority is living (indeed has long been living) through, and whose chronic qualities seem to ask for a different kind of expressivity and reflection of situatedness, e.g. recent accounts of ‘intimate histories’ (see e.g. Hannah Proctor, [https://www.historicalmaterialism.org/articles/history-from-within](https://www.historicalmaterialism.org/articles/history-from-within), or Saidiya Hartman’s ‘fabulation’). Although I still refer to these through individual authorial names, referenced here on this page and with academic import and weight (meaning the hegemonies of Western academia that you so well describe), they still seem to me to exist in proximity to what you have been trying to do, in the present – including as regards the relationship of image to text – in ways that I find hopeful.","https://hyp.is/v-CcWBDsEe6w7oOeqhYiEw","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:v-CcWBDsEe6w7oOeqhYiEw"
"0","2023-06-22T11:03:28","2023-06-22T11:03:28","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","atejWhDsEe6i9uviWpLq7Q","__world__",,"one must conclude that community is always in/with time, always unfinished,","Pauline van Mourik Broekman: And community is also always in/with space. In that respect, it seems so important to recognise how hard editors of ‘living books’ actually find it to encourage the reuse/appropriation/disappropriation offered up, and quite how much (material, socialised) time and care it takes to coax – and perform – this activity sensitively, on- and offline, with all the nuances you’ve described (and which run counter to the ‘social’ as the metricised communicating human being is now supposed to perform – and seek – it, and whose conditions of ‘communication’ Jodi Dean has done a lot to theorise). My PhD research on early Soviet life made me realise it is just really hard to conceive of the experience of true convulsive collectivity (a loss of individuality that I realise may be different, but that I hope might also be compared to the forms of subjectivation inherent in disappropriation?). And how creativity, let alone ‘authorship’, might be experienced within that. Do we (and I am thinking here especially of scholarly workers) come anything close to Walter Benjamin’s experience, from 1927, of how “Each thought, each day, each life lies here [in Moscow] as on a laboratory table. … No organism, no organisation, can escape this process.” Sensations which are also documented in Richard Stites’ Revolutionary Dreams: Utopian Vision and Experimental Life in the Russian Revolution, Oxford: Oxford University Press, 1989; and similarly, in Kristin Ross’s works on the Paris commune (Ross, 2008, 2015). The Soviet concept of the ‘social condenser’ is fascinating in this respect in that it places architecture, and space/s, right in the centre of psychosocial subjectivation, as a potentially intensifying, opening or collectivising force in social movement and change (as some have commented, these might importantly be separated into ‘planned’ and ‘accidental’ social condensers, meaning those which are forward-looking and intentional, or retroactively recognised for their capacities). If, as Teju Cole so memorably described, we have achieved the sort of collective spectacular alienation wherein we can witness ‘death in the browser tab’ while sitting still in front of a computer and toggling between that and other media ‘content’ (The New York Times Magazine, 2015, and online: [https://www.nytimes.com/2015/05/24/magazine/death-in-the-browser-tab.html](https://www.nytimes.com/2015/05/24/magazine/death-in-the-browser-tab.html), how are we to expand living books’ writerly ‘space’ such that the tabs which living books’ readers/writers painstakingly write into might truly act as social condensers, in line with the more fervent hopes and dreams of ‘radical’ open access? As we sit at those computers, writing, our bodies slumped in chairs and our eyes tired and glazed, should we, can we, seek an experience of elated social dissolution the likes of which I’ve in recent times only seen described by authors contemplating the psychological experience of riots (e.g. Hannah Black, 2022; Tobi Haslett, 2021; Adrian Wohlleben, 2021). It is a vain imagining, probably, but I can’t help but wonder how might try and think of these phenomena together, or at least as potentially related? To me it seems inevitably to point to the fact that we cannot conceive of digital materials outside of the spaces in which they are engaged with. I’ve found Mark Nowak’s Social Poetics (2020) and June Jordan’s Poetry for the People (1995) some of the more helpful sources to think this relationship through (though I realise there are countless others). It also seems telling that they are to a lesser or greater extent centred in interpretations of communal pedagogy.","https://hyp.is/atejWhDsEe6i9uviWpLq7Q","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:atejWhDsEe6i9uviWpLq7Q"
"0","2023-06-22T11:01:57","2023-06-22T11:01:57","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","NNeJMhDsEe6hKKfJurYbIQ","__world__",,"Aware of the gendered history of such abstract voices, we focused on rethinking – and therefore rewriting – our own education, material contexts,","Pauline van Mourik Broekman: I relate to this viscerally, having just submitted a practice-based doctorate whose central research output was a transcription of the American poet, Bernadette Mayer’s, work Midwinter Day (1982). I used the difference in our respective temporal-geographic situatedness – as well as the catalytic generosity of her writing (which has the unmistakable effect of enabling its readers to feel that they can write too) – to revisit the conceptions of love, dreaming and creativity that structure her poem, from a vantage point that was divergent (I wasn’t in a double-parent family shaped like hers; was writing in the context of ecological cataclysm, not homeostasis as she evoked it; and had stopped dreaming for what I speculated were reasons to do with ageing). It was so telling how much was hidden in her poem in terms of its mechanics of construction; things I could only have found out by becoming deeply enmeshed inside its architecture and digging around on the internet to find out how on earth she had produced what I perceived to be a textual ‘miracle’, impossible to emulate in the same period of 24 hours. I found out, for example, that while she had written the poem over one day, she had collated press cuttings for local stories in advance (Mayer describes the making of lists associated with this prep as the tools of the trade of the epic poet), and used a tape recorder to store scraps of her speaking voice over the day, often finding the peace to work and concentrate by hiding from her children in a wardrobe! (See e.g. [https://www.kcrw.com/culture/shows/the-organist/give-everybody-everything-the-financial-life-of-bernadette-mayer](https://www.kcrw.com/culture/shows/the-organist/give-everybody-everything-the-financial-life-of-bernadette-mayer)). I know from the more group-based and collaborative projects I’ve been involved with how hard it is to do such a thing collectively, however, and appreciate very much in this paragraph how you break down the practical stages involved in achieving both authorial differentiation and some kind of group consensus on artistic and medial strategy – the detailed deliberative process and length of time it takes to achieve these (which would, it follows, also explain why they are so rare). I mention in my PhD the part that a choreographic note of Yvonne Rainer’s played in moving me to research these somewhat treacherous, disruptive/disrupted lands between collective and individual articulation, as she seemed to have attained an admirable state of conceptual resolution over the question of where one should end and the other begin (the clarity of her notes on this were shocking to me at the time). For the exhibition within which I saw this note, see also: Yilmaz Dziewior and Barbara Engelbach (eds.), Yvonne Rainer: Space, Body, Language (Bregenz: Kunsthaus Bregenz, 2012).","https://hyp.is/NNeJMhDsEe6hKKfJurYbIQ","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:NNeJMhDsEe6hKKfJurYbIQ"
"0","2023-06-22T10:59:22","2023-06-22T10:59:22","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","2Ht7vBDrEe6cM4OtGoxjdg","__world__",,"Chernobyl","Pauline van Mourik Broekman: Your Preface brings to mind discussions in 2019 around HBO’s historical drama, Chernobyl, around which there was a lot of confusion relating to the composite character of Ulana Khomyuk, played by Emily Watson. The creators’ decision to compact the courageous investigations of multiple scientists – among which women counted relatively highly in the post-WWII Soviet Union – into those of one, single, female character seemed fascinating at the time; an admission that mainstream pictorial conventions of collectivity refuse to progress – in fact, appear mostly to be moving in reverse. Of course, your group – and this Preface – has instead engaged the polyvocal ‘exploded consciousness’ of Alexievich, via Marder and Tondeur, which – as a representational optic, an authorial sensibility – might stand as an antonym to the Chernobyl’s directors’ artistic approach? In their case, a small counter-gesture was at the time achieved by the release of podcast episodes simultaneous to the television ones, in which all their decisions were discussed, and the historical detail extensively set out – including via historical television/film content around which conversations and comparisons occurred on social media. Given the central narrative ploy however, this seemed in every meaningful respect to occur ‘out of frame’. I mention this example because it presents an environment equally – if differently – hostile to collective, disappropriative activity as the global corporate university: commercial television ‘streamers’, which harness public curiosity about history, facticity, the archive, and global experiential truths, only to poison its potential. Because you have decided to sit at the juncture of image and textual production, I am curious to what degree you are influenced by phenomena in these larger domains? It seems for example to speak to your project that corporate cannibalisation of the past is rife on these platforms – on which some of the largest, most expensive commissions have either been historical dramas, or explicitly derived from historical or newly available digitised content (viz., most conspicuously, Peter Morgan’s The Crown, but also the true-crime genre that has acted as a key commercial engine, as well as countless ‘minor’ documentaries clearly built out from the IP and commissioning value of personal video-archives that were presumably spontaneously created by individuals in their free time, such as Kingdom of Us (2017), Lucy Cohen’s affecting documentary about mental health and ‘dysfunctional’ families, to name a random example). But more importantly, too, a process is in train within which the potentially multiple, contingent, processual and open-ended is locked down into mythicised narratives that are culturally encoded as factual: a variation in the historical-dramatic genre of what Mary Anne Doane’s The Emergence of Cinematic Time (Cambridge, Massachusetts: Harvard University Press, 2002) analyses more generally as modern cinema’s defining characteristic: imposing linearity and, thus, some form of narrative predetermination). I never understood critics’ unqualified enthusiasm about the Chernobyl programme, which seems in every way semiotically necrotic, but still often wonder exactly what kind of cultural object it was, especially in a context that many have described as ‘agnotological’ (i.e. where systematic, orchestrated forgetting fosters reactionary – read: white-supremacist and fascist – energies, as theorised by Robert N. Proctor and Londa Schiebinger in various contexts). To imagine that anything else could happen within such a format is probably wrong-headed, but there were moments where the public acts of deconstruction performed via side-by-side comparisons of television scenes with their original inspiration – historical footage – seemed to offer something generative; a collaborative re-writing of sorts. The ‘steal this footage’ feature attached to Steal This Film, a series of documentaries on piracy made in the early 2000s, seemed to offer something comparable ([http://footage.stealthisfilm.com/browse](http://footage.stealthisfilm.com/browse)); and at the furthest reaches of libidinized platform content, I would say something similar is even offered in post-episode chicanery and collective satirical ‘citation’ of programmes like Love Island, after broadcast, albeit again to hegemonic ends… Do you feel that the collective activity you engaged in together partakes in any way of these economies or can be fenced off; and in which case, how would you picture the fence (as some kind of amalgam or assemblage of social, technical, geographic structures)? You answer this question already vis a vis nationalist and individualising tendencies: I suppose as an artist I’m trying to be more figurative and find some kind of picture? The artist Kandis Williams speaks persuasively of the battleground that archives and citation will become in our hybrid public realm and is worth quoting at length on this question (that is, if we accept that open-access, ‘living books’ and their contents are de facto archival): “I see the resurgence of the archives in the coming years being played out via media wars instigating a technocratic overhaul of all major forms of colonial infrastructure. The forward-facing interest in archives is a public response to the burden of dis-identifying with commonly held and widely resurgent white supremacist idealization and degradations. Colonial-genocidal interest in the other is a long-held source of many acts of violence, seeded in many fields. Understanding how deeply historical and mainstream narratives have slighted and dispossessed so many I think will cause more and more outcry and public pain. Pain that cannot and is bound to be recuperated by the practice of citation and of personal and collective archiving. This pain has for so long been destructive to communities that are simultaneously being eradicated and their cultures shuffled and filed in anecdotal or reliquary footnotes. There are so few understandable and reliable protocols to archive the unseen (that pain) that a kind of categorization and experiential crisis will emerge as both political mandates to divest from the virtual altogether and heightened stakes of digitization. With much of the power to record for permanence and monetization still being held by entertainment, commercial and institutional sectors, I think our stories will suffer the same turn of phrase [sic] at a faster pace of much media of people who’ve moved from marginal to the mainstream before us” (@kandis_williams, Instagram story featuring magazine article, reposted from @agnesesacchini, March, 2022).","https://hyp.is/2Ht7vBDrEe6cM4OtGoxjdg","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:2Ht7vBDrEe6cM4OtGoxjdg"
"0","2023-06-22T10:57:47","2023-06-22T10:57:47","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","n6XzqBDrEe6NI-9k9p1E2Q","__world__",,,"Gary Hall: If you haven’t already, would it be an idea to say something about the current war in Ukraine and its links to Chernobyl? Just to acknowledge it in some way, if nothing else.","https://hyp.is/n6XzqBDrEe6NI-9k9p1E2Q","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:n6XzqBDrEe6NI-9k9p1E2Q"
"0","2023-06-22T10:56:31","2023-06-22T10:57:31","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","cpbJUBDrEe6y__t3_zHuIA","__world__",,,"Gary Hall: You write that ‘our first shared commitment was to a notion of situated knowledges’. A lot of terms such as identity politics, decolonisation, intersectionality etc. have been divorced from their embeddedness in specific knowledge contexts to beome something of a fashionable floating signifier. Identity politics, for example, was developed by the radical Black feminist Combahee River Collective. Olúfémi O. Táíwò has recently emphasised how, for them, identity politics was about ‘fostering solidarity and collaboration’ across differences rather than about division based on narrow ‘conceptions of group interests’, which is what he sees it as having become (Olúfémi O. Táíwò, Elite Capture: How The Powerful Took Over Identity Politics (And Everything Else) (London: Pluto, 2022) 6-8). Is there a danger of something similar taking place with regard to Donna Haraway’s influential concept of situated knowledges (Donna Haraway, ‘Situated Knowledges: The Science Question In Feminism And The Privilege Of Partial Perspective’, Feminist Studies, Vol.14, No.3 (Autumn, 1988))? Might we even go so far as to say that very often the last thing that is situated when it comes to situated knowledges is the very idea of situated knowledges itself? How might your shared commitment to situated knowledges be situated in this respect?","https://hyp.is/cpbJUBDrEe6y__t3_zHuIA","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:cpbJUBDrEe6y__t3_zHuIA"
"0","2023-06-22T10:57:10","2023-06-22T10:57:21","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","ici46hDrEe6NIqt86h37LA","__world__",,,"Gary Hall: I really like that you focused on weeds, which are a little neglected perhaps. If not plants or fungi, most people operating in this kind of territory seem to look at trees. In the experimental publishing sphere, there's: Anaïs Berck. 2023a. ‘About an Algoliterary Publishing House’. Algoliterary Publishing (website), accessed March 10, [https://algoliterarypublishing.net/pages/about.html](https://algoliterarypublishing.net/pages/about.html) Anaïs Berck, 2023b. ‘Paseo por arboles de madrid’. Algoliterary Publishing (website), accessed March 10, [https://algoliterarypublishing.net/paseo-por-arboles-de-madrid.html](https://algoliterarypublishing.net/paseo-por-arboles-de-madrid.html) But even in the mainstream it's trees. One of the central protagonists of Richard Power’s novel Overstory is a chestnut tree, for example, while theatre director Katie Mitchell has created a version of Anton Chekhov’s The Cherry Orchard from the perspective of the trees.","https://hyp.is/ici46hDrEe6NIqt86h37LA","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:ici46hDrEe6NIqt86h37LA"
"0","2023-06-22T10:56:02","2023-06-22T10:56:02","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","YTnNJBDrEe61CteL7FuVkw","__world__",,,"Gary Hall: Your writing here has neither the objective, ‘abstract’, ‘detached’, voice associated with a lot of academic writing, nor the ‘liberal humanist register of sentimental autobiography’. Instead, it adopts a more ‘testimonial register’. Can you say more about the relationship between the use of this testimonial voice in the context of Mexican academia and: a) the emphasis that you place on the ‘relational … nature of writing’ (even in the attempt to go beyond ‘merely exhibiting’ it); b) The Chernobyl Herbarium’s *destablising of ontological dualisms such as those that separate human from nonhuman, culture from nature, living from nonliving. Is your testimonial voice to be placed somewhere on the continuum between the objective and the autobiographical, or is to be understood as being radically different to both? Put another way, is your critique of the academic domain’s ‘erasure of subjectivity’, and your ‘cultivation of testimonial writing’, designed to maintain or undermine the modernist, euro-western ontological boundary that separates subject(ive) from object(ive)? How does your testimonial writing relates to other recent attempts to negotiate the space between academic objectivity and autobiography? I’m thinking of the feminist autotheory of Maggie Nelson, Chris Kraus and Virginie Despentes as well as the ‘glitch poetics’ of Nathan Jones. The latter term refers to the way authors of autofiction such as Tao Lin, Sheila Heti and Sally Rooney distort – or glitch – ‘the self with its fictionalised form’ (Nathan Jones, Glitch Poetics (London: Open Humanities Press, 2022) 197-198: [http://www.openhumanitiespress.org/books/titles/glitch-poetics/](http://www.openhumanitiespress.org/books/titles/glitch-poetics/)) And why, when it comes to writing, do people appear to be experimenting more at the subjective end of the subject/object specturm these days than the objective? Just as the writer is inherently liberal for George Orwell, is there something inherently subjective about writing (George Orwell, Inside The Whale And Other Essays (London: Victor Gollancz, 1940) 185)?","https://hyp.is/YTnNJBDrEe61CteL7FuVkw","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:YTnNJBDrEe61CteL7FuVkw"
"0","2023-06-22T10:53:05","2023-06-22T10:54:56","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate","OpenHumanitiesPress","94Db1BDqEe6w69c3TYnkWg","__world__",,,"Gary Hall: Your project's use of 'disappropriation' and 'disappropriate' is influenced by Cristina Rivera Garza. In the opening pages of The Restless Dead: Necrowriting And Disappropriation (Tennessee: Vanderbilt University Press, 2020), Rivera Garza writes about how the ‘necropolitical strategies of power’ at work in places marked by spectacular violence and death such as Mexico have rendered the strategies of modernism and the avant-garde ‘obsolete’ and in ‘need of urgent revision’ (3-4). Yet the very first words of your preface describe the book as ‘an open/living series of fragments’. Could you say something about the apparent tension here between, on the one hand, the use of disappropriation because the strategies of modernism and the avant-garde are ‘obsolete’ in a Mexican (academic) context; and on the other the decision to adopt the strategy of writing in fragments - of having created a book consisting of a ‘dynamic set of fragments’? Doesn't modernism and the avant-garde have a long history of writing in fragments, splinters and montage? (For one recent engagement with that history and with modernist and avant-garde writers of fragmentary fiction such as J.G. Ballard and Ali Smith, see Vanessa Guignery and Wojciech Drag, eds, The Poetics of Fragmentation In Contemporary British And American Fiction (Delaware: Vernon Press, 2019). Isn’t fragmentary writing an example of what the preface refers to as a ‘pre-given method or strategy of artistic disruption’? I'm not raising this point to make a case either for or against writing in fragments. When it comes to my own work, and my own ‘search for a new kind of (re)writing at the limits of knowledge, identity and institution’, I try to avoid the kind of trendy style (evident in a lot of recent literature from the UK and US) that would indicate it has been influenced by social media. I’m referring to the breaking up of the text into fragments of a paragraph or even a line – you know, the length of a post or perhaps a blog. These are then interspersed with emails, tweets, emojis, DMs, Wikipedia entries, chat conversations, below the line comments, reviews, listicles, extracts from newspapers and magazines graphics, visualisations and so forth, none of which necessarily relate to one another, at least not in a direct or linear fashion. Yet neither do I endevour to produce something that is 'monumental', to borrow a term from Boaventura de Sousa Santos (Boaventura de Sousa Santos, ‘Epistemologies Of The South And The Future’, From the European South, 1, 25 July, 2016: 19: [http://europeansouth.postcolonialitalia.it/journal/2016-1/3.2016-1.Santos.pdf](http://europeansouth.postcolonialitalia.it/journal/2016-1/3.2016-1.Santos.pdf)) I guess I'm more interested in trying to invent a 'weird' way of (un)working that resorts to neither of the above pre-given, pre-programmed writing strategies. In fact, might we go so far as to say that it is something of this sort that we all of us are involved in creating here, with this project, and with this process? Which brings us back (perhaps too neatly) to Rivera Garza and disappropriation. After all, according to Rivera Garza, the goal of disappropriation is to make visible the mechanisms by which usually the ‘language of collective experience’ is used for the ‘author’s individual gain’, and to instead ‘return all writing to its plural origin’ (4-5). Is that what you mean when you write that ‘fragmentation would not be reduced, for us, to a technical or merely aesthetic exercise, but rather make itself count as a collective effort’? Again, could you say more about this?","https://hyp.is/94Db1BDqEe6w69c3TYnkWg","https://ecologicalrewritings.pubpub.org/pub/reuse-rewrite-disappropriate#annotations:94Db1BDqEe6w69c3TYnkWg"
"0","2023-05-16T17:07:15","2023-05-16T17:07:15","https://ecologicalrewritings.pubpub.org/pub/rodriguez-gonzalez","OpenHumanitiesPress","G1cOTvQMEe2cPhOQlA42gA","__world__",,"Referencias","Élika Ortega Guzmán: Fernanda, gracias de nuevo por un artículo tan generativo. Disfrute mucho leyéndote y espero que mis comenarios sean, aunque sea, mínimamente útiles.","https://hyp.is/G1cOTvQMEe2cPhOQlA42gA","https://ecologicalrewritings.pubpub.org/pub/rodriguez-gonzalez#annotations:G1cOTvQMEe2cPhOQlA42gA"
