"level","created","updated","url","user","id","group","tags","quote","text","relay link","direct link"
"0","2021-03-26T00:43:14","2021-03-26T00:43:14","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","P8tcpo3MEeuEkNuIXnOgng","wpmKM9aj","pensamiento vegetal","The metaphysical-radioactive spiriting away of the body condemns pure “thought thinking itself ” to a state of madness. There is no consciousness so long as it is conscious of nothing outside itself. At the same time, exteriority is not spatially remote from us, but is displaced and forgotten within.Reconnecting to it, we must come back to our senses from metaphysical and radioactive nightmares, the eternal conflagrations of which threaten to extinguish the glow of life itself.To come back to our senses means to awaken and, literally, to be reunited with the sensuous experience from which we have been expelled, to reen-ter our senses and to re-inhabit them. ","De Plant-thinking: ¿En qué sentido son “libres” las plantas? No en el sentido de ir a donde quieran, evidentemente. Pero la aparente inmobilidad de las plantas, el hecho de que tienen raíces, encarna las aspiraciones humanas de lo trascendente. ","https://hyp.is/P8tcpo3MEeuEkNuIXnOgng","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:P8tcpo3MEeuEkNuIXnOgng"
"0","2021-03-26T00:41:48","2021-03-26T00:41:48","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","DGnHso3MEeuY69_e3PT7mQ","wpmKM9aj","pensamiento vegetal","Plants, for their part, break through concrete, growing in its cracks and upturning massive slabs with their roots. They open everything and everyone to the outside. As I noted in Plant-Thinking, “Unlike a crypt, supposed to keep (though it never lives up to its mission) its inhabitant in place, surrounded by inorganic matter, the grave covered by a flowerbed is always already opened, exceeding the domain of the earth and blurring the boundaries between life and death.”20Plants will have been able to point out a new way. ","De Plant-thinking: • “Así como el alma de la planta es difícilmente distinguible de su cuerpo, su tiempo es indisociable de su espacio: su crecimiento dirigido al exterior y despojado de ningún logro final, constituye la “mala infinitud” de la temporalidad vegetal. Para ser más preciso, el movimiento espacio-temporal de las plantas, que no es sincrónico con el tiempo humano, se dirige hacia el otro (la luz, las estaciones, etcétera) y por tanto, se despliega como una heterotemporalidad, gobernada por el tiempo del otro.” (10)","https://hyp.is/DGnHso3MEeuY69_e3PT7mQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:DGnHso3MEeuY69_e3PT7mQ"
"0","2021-03-26T00:40:44","2021-03-26T00:40:44","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","5fi-vI3LEeurXyfv_tjFOw","wpmKM9aj","Hogar, Ecocidio","We are not at home in the world after Chernobyl with its toxic mix of genocidal history and environmental destruction. I","Esto es lo que nos interesa...","https://hyp.is/5fi-vI3LEeurXyfv_tjFOw","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:5fi-vI3LEeurXyfv_tjFOw"
"0","2021-03-26T00:37:57","2021-03-26T00:37:57","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","grJN8I3LEeuD4p-aKt9v7A","wpmKM9aj","pensamiento vegetal","Having compiled a herbarium of philosophical systems, I can try to assemble a hortus siccus of shattered, shaken, damaged lives, vegetal and human, includ-ing my own.","De Plant-thinking: Paradojas de la ontología vegetal: el pensamiento vegetal puede referirse a un pensamiento sin cabeza (no cognitivo, no ideativo, no imagístico), o bien al pensamiento humano sobre las plantas, o a cómo se deshumaniza el pensamiento humano y finalmente, a la relación simbiótica entre un pensamiento que se deshumaniza y la existencia de las plantas.","https://hyp.is/grJN8I3LEeuD4p-aKt9v7A","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:grJN8I3LEeuD4p-aKt9v7A"
"0","2021-03-26T00:36:16","2021-03-26T00:36:16","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","RlBrYo3LEeumWIP4TV70gQ","wpmKM9aj","pensamiento vegetal","Confronted with these threats to the elemental commons, we are (or should be) commu-nists, if only we think a little outside the frame of mindless, mechanical calculations and property considerations. G","De Plant-thinking: “La unipolaridad de la razón, que objetiva todo en su camino, y la exclusividad auto-proclamada de los modos existenciales del ser humano, que de acuerdo con Martin Heidegger nos separan de otros seres vivientes por “un abismo”, son dos obstáculos salientes en el camino hacia una relación (ética y ontológicamente) con las plantas.” (8)","https://hyp.is/RlBrYo3LEeumWIP4TV70gQ","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:RlBrYo3LEeumWIP4TV70gQ"
"0","2021-03-26T00:30:45","2021-03-26T00:30:45","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","gRUSqI3KEeulYTcLSoEAYA","wpmKM9aj","pensamiento vegetal","Consciousness has been exploded not so much as an aftereffect of a violent shock but thanks to becoming superfluous.What is there to say, save for certifying the death of consciousness, which has outlived its usefulness when it comes to helping orient us in our environs in the wake of an unwieldy, unmanageable technology it, itself, had brought into being? All that remains is to perform an autopsy on it and to write its obituary, while envisioning, in the best of cases, the birth of another consciousness...Plants, too, live through occurrences without formulating them in speech. Their articu-lations are wholly material; the patterns observable on their extensions, from tree rings to the position of branches, are bodily witnesses to a history of growth and to its milieu. True: it is difficult to talk about Chernobyl. Then why not delegate testimonial acts to liv-ing beings that do not speak, at least not in human voices and languages, except if they are characters in sundry myths and fairytales? Why not assign such acts to plants? In some respects, Tondeur does just that. Were we to follow her artistic lead in thought, we would allow exposure to be translated into expression, and vulnerability—into a way of bearing witnes","De Plant-thinking, las paradojas de la ontología vegetal: el pensamiento vegetal puede referirse a un pensamiento sin cabeza (no cognitivo, no ideativo, no imagístico), o bien al pensamiento humano sobre las plantas, o a cómo se deshumaniza el pensamiento humano y finalmente, a la relación simbiótica entre un pensamiento que se deshumabiza y la existencia de las plantas. El pensamiento vegetal es el nombre y la promesa de un encuentro, una invitación a abandonar el terreno familiar de lo humano y el pensamiento humanista. ","https://hyp.is/gRUSqI3KEeulYTcLSoEAYA","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:gRUSqI3KEeulYTcLSoEAYA"
"0","2021-03-26T00:27:54","2021-03-26T00:27:54","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","Gxs8Po3KEeuvge-WUegF6Q","wpmKM9aj","pensamiento vegetal","We, the others of plants. But also, we, the other plants...)","De Plant-thinking: • No se trata de asegurar que sabemos algo que permanece inaccesible, sino de no concebir de manera estática, como una barrera metafísica, la distancia que nos separa de otros seres vivientes.","https://hyp.is/Gxs8Po3KEeuvge-WUegF6Q","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:Gxs8Po3KEeuvge-WUegF6Q"
"0","2021-03-26T00:26:14","2021-03-26T00:26:14","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","33SIXI3JEeuTiedS9SAupg","wpmKM9aj","pensamiento vegetal","Together with radioactivity, the plant whose trace we are contem-plating assimilated the imperceptible and the inconceivable that, at the edge of sense, jump at us from the photogram. Its excess of meaning is dense, impenetrable. In the thick of infinite openness and exposure","De Plant-thinking: “El reto es dejar ser a las plantas dentro de lo que para nosotros resulta oscuro, lo que a lo largo de la historia de la filosofía occidental, ha sido la marca de su vida. Dicho de otro modo, la idea es dejar que las plantas florezcan en la orilla de, o en el limite de la fenomenalidad, la visibilidad y, en cierto sentido, de “el mundo”.” (9)","https://hyp.is/33SIXI3JEeuTiedS9SAupg","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:33SIXI3JEeuTiedS9SAupg"
"0","2021-03-26T00:24:11","2021-03-26T00:24:11","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","gmendez","lmh6xI3JEeux3aMCpynX5w","wpmKM9aj","pensamiento vegetal","Fragment 4","De Plant-Thinking: Nuestra relación con las plantas tiene algo de ominoso/siniestro: nuestra incapacidad para reconocernos en ellas es proporcional a su presencia inconspicua en nuestros ambientes cotidianos.","https://hyp.is/lmh6xI3JEeux3aMCpynX5w","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:lmh6xI3JEeux3aMCpynX5w"
"0","2021-03-25T20:26:39","2021-03-25T20:31:33","https://clientes.programando.li/ibero/chernobil/chernobil.pdf","Nidia","Z20O9I2oEeuDmMvXrJIv0Q","wpmKM9aj",,"Fragment 2Explosions of light","Partiendo de una pregunta que Michael Marder hace en Thinking. A philosophy of Vegetal Life: ¿cómo podemos encontrarnos con las plantas?, en el contexto de una falta de atención hacia ellas al pasarlas de largo en nuestro día a día como un síntoma de la distancia que ontológica e históricamente hemos establecido con esos seres vivos al asignarles un lugar en el paisaje o la ornamentación, se me ocurre que podríamos documentar/fotografiar plantas estableciendo un vínculo afectivo con ellas (aunque también podríamos documentar lugares cotidianos que han sido devastados, talados o donde la vida vegetal no está presente). Pienso, por ejemplo, en cosas muy personales como que heredé de mi abuela la costumbre de hablarles a las plantas cuando las veo decaídas, ella incluso las regañaba cuando no daban frutos. También se les amarran listones rojos y en algunas poblaciones de los Valles Centrales se les cuelgan paliacates. Pienso además en algo que pasó en enero en Oaxaca: la gente comenzó a fotografiar guayacanes amarillos, de los pocos árboles que hay en el centro histórico y que fueron sembrados para ""embellecerlo"". Lo cierto es que la gente subió fotos de estos árboles y también se hicieron varias notas periodísticas de los mismos. Esto, me parece, obedece a un cambio momentáneo en la percepción producto de la pandemia y del confinamiento, por un momento muchxs vimos algo que ya estaba ahí pero que habíamos pasado por alto. Creo que antes ya habían planteado la posibilidad de hacer una suerte de Diario fotográfico, si mal no recuerdo. Las fotos podrían incluir una nota o título.","https://hyp.is/Z20O9I2oEeuDmMvXrJIv0Q","https://clientes.programando.li/ibero/chernobil/chernobil.pdf#annotations:Z20O9I2oEeuDmMvXrJIv0Q"
